KOL ID,Serial Number,Project_Type,Project_Data_Point,Project_Data Point_Expl,Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,5186,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Pappo,Alberto S,Pappo A,Alberto S Pappo,(Blank),USA,(Blank),(Blank),St. Jude Children's Research Hospital/The University of Tennessee Health Science Center,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Board of Directors,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5188,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Parang,Keykavous,Parang K,Keykavous Parang,Irvine,USA,(Blank),(Blank),Chapman University School of Pharmacy,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/cancer-drug-discovery.html,American Cancer Society,Peer Review Committee for Cancer Drug Discovery,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5194,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Parisi,Michael,Parisi M,Michael Parisi,(Blank),USA,(Blank),(Blank),Ogilvy CommonHealth Worldwide,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,NCCN Foundation Board of Directors,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5195,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Park,Ben Ho,Park B,Ben Ho Park,Baltimore,USA,(Blank),(Blank),"University of Pennsylvania
",(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#Breast,American Association of Cancer Research,Scientific Review Committee - Breast Cancer Research Grants Scientific  Review Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5201,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Park,Catherine C,Park C,Catherine C Park,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#Breast,American Association of Cancer Research,Scientific Review Committee - Breast Cancer Research Grants Scientific  Review Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5202,CLINICAL,ASSOCIATION,ASSOCIATION_ECOG-ACRIN Cancer Research Group,,Park,Elyse,Park E,Elyse Park,(Blank),USA,(Blank),(Blank),Massachusetts General Hospital Cancer Center,(Blank),(Blank),http://ecog-acrin.org/scientific_programs/cancer-control-outcomes/survivorship-committee,ECOG-ACRIN Cancer Research Group,"Cancer Control and Survivorship Committee, Psychosocial Outcomes and Health Promotion Subcommittee",Co-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5204,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Parker,Barbara A,Parker B,Barbara A Parker,San Diego,USA,(Blank),(Blank),UC San Diego Moores Cancer Center,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Board of Directors,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5205,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Parker,Barbara A,Parker B,Barbara A Parker,San Diego,USA,(Blank),(Blank),UC San Diego Moores Cancer Center,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Executive Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5211,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Parks,Ellen F,Parks E,Ellen F Parks,Durham,USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/development-differentiation-cancer.html,American Cancer Society,"Peer Review Committee for Development, Differentiation, and Cancer",Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5216,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Parsons,Ramon E,Parsons R,Ramon E Parsons,New York,USA,(Blank),(Blank),Mount Sinai School of Medicine,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#SpecialConferencesCommittee,American Association of Cancer Research,​​Standing Committee - Special Conferences Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5217,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Parsons,Susan,Parsons S,Susan Parsons,Boston,USA,(Blank),(Blank),Tufts University School of Medicine,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/palliative-care-symptom-management.html,American Cancer Society,Peer Review Committee for Palliative Care and Symptom Management,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5240,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Paskett,Electra D,Paskett E,Electra D Paskett,Columbus,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/cancer-prevention-committee.aspx#.WQCdK9J97IU,American Association of Cancer Research,Standing Committee - Cancer Prevention Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5250,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Patel,Alpa V,Patel A,Alpa V Patel,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://pressroom.cancer.org/biographies,American Cancer Society,Cancer Prevention Study-3,Strategic Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5257,CLINICAL,ASSOCIATION,ASSOCIATION_Association of Community Cancer Centers,,Patel,Kashyap,Patel K,Kashyap Patel,Rock Hill,USA,(Blank),Managing Partner,Carolina Blood & Cancer Care Associates,(Blank),(Blank),https://www.accc-cancer.org/about/BoardofTrustees.asp,Association of Community Cancer Centers,Board of Trustees,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5262,CLINICAL,ASSOCIATION,ASSOCIATION_American Society of Clinical Oncology,,Patt,Debra A,Patt D,Debra A Patt,Austin,USA,(Blank),(Blank),Texas Oncology,(Blank),(Blank),https://am.asco.org/about/committees,American Society of Clinical Oncology,Clinical Practice Committee,Liaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5265,CLINICAL,ASSOCIATION,ASSOCIATION_American Society of Clinical Oncology,,Patt,Debra A,Patt D,Debra A Patt,Austin,USA,(Blank),(Blank),Texas Oncology,(Blank),(Blank),https://am.asco.org/about/committees,American Society of Clinical Oncology,Cancer Education Committee,Track Leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5266,CLINICAL,ASSOCIATION,ASSOCIATION_American Society of Clinical Oncology,,Patt,Debra A,Patt D,Debra A Patt,Austin,USA,(Blank),(Blank),Texas Oncology,(Blank),(Blank),https://connection.asco.org/magazine/society-member-news/asco-welcomes-2016-2017-board-directors-committee-chairs,American Society of Clinical Oncology,Clinical Practice Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5270,CLINICAL,ASSOCIATION,ASSOCIATION_ECOG-ACRIN Cancer Research Group,,Patterson,Elizabeth,Patterson E,Elizabeth Patterson,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ecog-acrin.org/scientific_programs/cancer-control-outcomes/health-equity-committee,ECOG-ACRIN Cancer Research Group,"Health Equity Committee, Special Populations Subcommittee",Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5271,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Patterson,Ruth E,Patterson R,Ruth E Patterson,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/cancer-prevention-committee.aspx#.WQCdK9J97IU,American Association of Cancer Research,Standing Committee - Cancer Prevention Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5276,CLINICAL,ASSOCIATION,ASSOCIATION_ECOG-ACRIN Cancer Research Group,,Pearman,Timothy P,Pearman T,Timothy P Pearman,(Blank),USA,(Blank),(Blank),Northwestern University,(Blank),(Blank),http://ecog-acrin.org/scientific_programs/cancer-control-outcomes/cancer-care-delivery-research-committee,ECOG-ACRIN Cancer Research Group,Cancer Care Delivery Research Committee,Co-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5277,CLINICAL,ASSOCIATION,ASSOCIATION_ECOG-ACRIN Cancer Research Group,,Pearman,Timothy P,Pearman T,Timothy P Pearman,(Blank),USA,(Blank),(Blank),Northwestern University,(Blank),(Blank),http://ecog-acrin.org/scientific_programs/cancer-control-outcomes/cancer-care-delivery-research-committee,ECOG-ACRIN Cancer Research Group,Cancer Care Delivery Research Committee,Co-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5280,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Peeper,Daniel S,Peeper D,Daniel S Peeper,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - International Award for Cancer Research Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5292,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Pemberton,Gregory L,Pemberton G,Gregory L Pemberton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.cancer.org/about-us/financial-governance-information/board-of-directors.html,American Cancer Society,Board of Directors,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5293,CLINICAL,ASSOCIATION,ASSOCIATION_Association of Community Cancer Centers,,Penberthy,David A,Penberthy D,David A Penberthy,Petersburg,USA,Radiation Oncology,Medical Director,Southside Regional Medical Center,(Blank),(Blank),https://www.accc-cancer.org/about/BoardofTrustees.asp,Association of Community Cancer Centers,Board of Trustees,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5297,CLINICAL,ASSOCIATION,ASSOCIATION_ECOG-ACRIN Cancer Research Group,,Penedo,Frank J,Penedo F,Frank J Penedo,(Blank),USA,(Blank),(Blank),Northwestern University,(Blank),(Blank),http://ecog-acrin.org/scientific_programs/cancer-control-outcomes/survivorship-committee,ECOG-ACRIN Cancer Research Group,"Cancer Control and Survivorship Committee, Psychosocial Outcomes and Health Promotion Subcommittee",Co-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5303,CLINICAL,ASSOCIATION,ASSOCIATION_American Society of Clinical Oncology,,Peppercorn,Jeffrey M,Peppercorn J,Jeffrey M Peppercorn,Boston,USA,(Blank),(Blank),Massachusetts General Hospital,(Blank),(Blank),http://www.asco.org/sites/www.asco.org/files/asco_value_in_cancer_care_task_force.pdf,American Society of Clinical Oncology,Value in Cancer Care Task Force,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5307,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Perez,Edith A,Perez E,Edith A Perez,San Francisco,USA,Vice President,U.S. BioOncology Medical Unit,Genentech,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/BoardOfDirectors.aspx?utm_source=aacr-org&utm_medium=mouseover&utm_campaign=directors#.WQB6adJ97IV,American Association of Cancer Research,Board of Directos,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5308,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Perez,Edith A,Perez E,Edith A Perez,San Francisco,USA,Vice President,U.S. BioOncology Medical Unit,Genentech,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#ContinuingMedicalEducationCommittee,American Association of Cancer Research,​​Standing Committee - Finance and Audit Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5318,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Perkins,Rebecca,Perkins R,Rebecca Perkins,Boston,USA,(Blank),(Blank),Boston Medical Center,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/psychosocial-behavioral-cancer-research.html,American Cancer Society,Peer Review Committee for Cancer Control and Prevention: Psychosocial and Behavioral Aspects of Cancer Research ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5325,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Perou,Charles M,Perou C,Charles M Perou,Chapel Hill,USA,(Blank),(Blank),University of North Carolina,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/annual-meeting-committees___35BC28.aspx#EducationCommittee,American Association of Cancer Research,Annual Meeting Program Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5341,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Petersen,Bryon E,Petersen B,Bryon E Petersen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#basic,American Association of Cancer Research,Scientific Review Committee - Basic Cancer Research Fellowships Scientific Review Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5342,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Petersen,Gloria M,Petersen G,Gloria M Petersen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#Janssen,American Association of Cancer Research,Scientific Review Committee - Janssen Fellowship in Cancer Interception Research Scientific Review Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5343,CLINICAL,ASSOCIATION,ASSOCIATION_Multinational Association of Supportive Care in Cancer,,Peterson,Douglas,Peterson D,Douglas Peterson,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://mascc.memberclicks.net/committees,Multinational Association of Supportive Care in Cancer,Governance Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5344,CLINICAL,ASSOCIATION,ASSOCIATION_Multinational Association of Supportive Care in Cancer,,Peterson,Douglas,Peterson D,Douglas Peterson,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://mascc.memberclicks.net/committees,Multinational Association of Supportive Care in Cancer,Guidelines Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5351,CLINICAL,ASSOCIATION,ASSOCIATION_American Society of Clinical Oncology,,Pfister,David G,Pfister D,David G Pfister,(Blank),USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),http://www.instituteforquality.org/qopi/leadership,American Society of Clinical Oncology,"Institute for Quality, Original Measures Work Group",Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5352,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Pfister,David G,Pfister D,David G Pfister,(Blank),USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Board of Directors,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5353,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Pfister,Stefan M,Pfister S,Stefan M Pfister,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - International Award for Cancer Research Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5356,CLINICAL,ASSOCIATION,ASSOCIATION_Multinational Association of Supportive Care in Cancer,,Phillips,Judy,Phillips J,Judy Phillips,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://mascc.memberclicks.net/mascc-study-groups,Multinational Association of Supportive Care in Cancer,Education Study Group,Vice-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5357,CLINICAL,ASSOCIATION,ASSOCIATION_Southwest Oncology Group,,Phillips,Michelle,Phillips M,Michelle Phillips,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.swog.org/Visitors/StaffDirectory.asp,Southwest Oncology Group,Quality Assurance,Nurse Auditor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5363,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Piccart-Gebhart,Martine J,Piccart-Gebhart M,Martine J Piccart-Gebhart,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/annual-meeting-committees___35BC28.aspx#EducationCommittee,American Association of Cancer Research,Annual Meeting Clinical Trials Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5364,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Piccart-Gebhart,Martine J,Piccart-Gebhart M,Martine J Piccart-Gebhart,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Margaret Foti Award for Leadership and Extraordinary Achievements in Cancer Research Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5368,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Pickens,Lori C,Pickens L,Lori C Pickens,(Blank),USA,(Blank),(Blank),Duke Cancer Institute,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Board of Directors,Secretary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5369,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Pickens,Lori C,Pickens L,Lori C Pickens,(Blank),USA,(Blank),(Blank),Duke Cancer Institute,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Executive Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5370,CLINICAL,ASSOCIATION,ASSOCIATION_National Comprehensive Cancer Network,,Pickens,Lori C,Pickens L,Lori C Pickens,(Blank),USA,(Blank),(Blank),Duke Cancer Institute,(Blank),(Blank),https://www.nccn.org/about/leadership.aspx,National Comprehensive Cancer Network,Governance Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5394,CLINICAL,ASSOCIATION,ASSOCIATION_American Association of Cancer Research,,Pietenpol,Jennifer A,Pietenpol J,Jennifer A Pietenpol,Nashville,USA,Director,(Blank),Vanderbilt-Ingram Cancer Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Waun Ki Hong Award for Outstanding Achievement in Cancer Research Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5398,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Pignone,Michael P,Pignone M,Michael P Pignone,Chapel Hill,USA,(Blank),(Blank),"University of North Carolina, Chapel Hill",(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/primary-care-physician-awards.html,American Cancer Society,Peer Review Committee on Primary Care Physician Awards ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5402,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Pirise-Creek,Lucia,Pirise-Creek L,Lucia Pirise-Creek,Columbia,USA,(Blank),(Blank),University of South Carolina ,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/peer-review-committee-institutional-research-grants.html,American Cancer Society,Peer Review Committee for Institutional Research Grants ,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5403,CLINICAL,ASSOCIATION,ASSOCIATION_American Cancer Society,,Pirl,William,Pirl W,William Pirl,Boston,USA,(Blank),(Blank),Massachusetts General Hospital,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/palliative-care-symptom-management.html,American Cancer Society,Peer Review Committee for Palliative Care and Symptom Management,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
